Donor ID,Donor City,Donor State,Donor Is Teacher,Donor Zip
000bfc5153a891696878ea7cea0d6971,Murrysville,Pennsylvania,No,156
000c07998eb2882acbcf3ceffbfcbc0b,Honolulu,Hawaii,No,968
000c0fa590e420e0c9e577956aaebefd,Sycamore,Illinois,No,601
000c122f626c7f222f5447e16de85474,Asheville,North Carolina,No,288
000c159a37f9e587091fed0d69fa4b2c,Bakersfield,California,Yes,933
000c1e657885c03ac66e6b5e8776be22,Marrero,Louisiana,No,700
000c24b4e4e8d638bf9cd1eac89c2be7,Orange,California,No,928
000c2506a79e3df12379d424e39a5dfc,Phoenix,Arizona,No,850
000c2cca2c13691a960b99f18fa82223,Tulsa,Oklahoma,No,741
000c346a7011a6271a7573e03cfa44fe,Fort Lauderdale,Florida,No,333
000c39e3539bed4d5a441c0796f053d6,Cottage Grove,Minnesota,No,550
000c3bcae88dd386c0dad2c73df66c0f,,Massachusetts,No,
000c47532269e9b73c2854680fbb64fd,Louisa,Virginia,No,230
000c4bce0a76e3f9e5ebd17615a2483d,Brooklyn,New York,Yes,112
000c62335da013ef83e7d9e0987b064e,Cedar Park,Texas,No,786
000c6ab2ca28861e11e9376e9885859e,Tulsa,Oklahoma,No,741
000c6d15d3cdaaf9ec09187bf2191ebb,Manistique,Michigan,No,498
000c6d866dda54864643a929fa09017b,Conshohocken,Pennsylvania,No,194
000c6d8ce0c305fd0ab92fd6bd9606ee,Charlotte,North Carolina,No,282
000c80cbca7e18beaf52d9c0a9aba002,San Antonio,Texas,No,782
000c840d8fbf6e5af4015cec857a822b,Hempstead,New York,No,115
000c91c9e1dd746ab78a23c802230291,,Minnesota,No,
000c9e84d47ecb1517467a022e2de2d5,Huntington Park,California,No,902
000ca49ae24f9b2f359aed6a65965d88,Wheeling,Illinois,No,600
000ca68c445ddbdbfbe9ded48cfd8a55,Bellevue,Washington,No,980
000ca7dac3e1210c5e03f7be6f9bd46c,,other,Yes,
000ca8c62c67edb7e34560226abb28f4,Charleston,South Carolina,No,294
000caa548d9e613ef5803256ec3ff644,Southgate,Michigan,No,481
000cac6e18d15915234900b0330e572a,Minneapolis,Minnesota,No,554
000caff28c1ac37b19a4a70ca264485c,Aurora,Colorado,Yes,800
000cb57cc676b21c25cb6c7b1ae9e216,Round Rock,Texas,Yes,786
000cb694f67ed35dfa63263914c80c5d,Webster,New York,No,145
000cbccfddccc638becfb6ca96b04f69,Clermont,Florida,No,347
000cbe5fbb906342e8ac4d89b4bfe1be,Pearland,Texas,No,775
000cc1a9e1608428ae56c0f674f61516,Austin,Texas,No,787
000cca239bfdc0abe2895ac9086c4290,Bronx,New York,No,104
000cca861170b34d5cf9222148b83366,Milwaukee,Wisconsin,No,532
000cce3ccf10cbdd50030df515dbff5b,North Brookfield,Massachusetts,No,015
000ccefa2bb92f445ebd2e3dc6ae11e1,Portland,Oregon,No,972
000cdbb0153c229382ec796414584588,,other,No,
000ce84485656e8d5af89b4ad982af55,Brooklyn,New York,Yes,112
000cf1418531f3d574425980b7208680,Los Alamos,New Mexico,No,875
000cf17fd94557d13f8180b677fd8fc2,,Nevada,Yes,891
000cf337fdeee8bd4f2a2dfb95490ebf,Branson,Missouri,No,656
000d029195c7cb218af279c03d616c3e,Burtonsville,Maryland,No,208
000d0a14d18ab199f60eceda7f39b422,Waltham,Massachusetts,No,024
000d0e173744a6cd46ad11dd9c48b167,Los Angeles,California,No,900
000d1665a92b8af10c1fccfae9ad8d99,Chatham,New Jersey,No,079
000d1cefbbf5863be234c9c7539e2c3c,Celina,Texas,No,750
000d212ffc41e044c3b1cb7e874737d9,East Northport,New York,No,117
000d24859f3b3912819d0553bef3ec72,Charlotte,North Carolina,No,282
000d329bdc170faa6416eeda7f308495,,Washington,No,
000d484037d9705639dcffdc4e095cc4,Houston,Texas,No,770
000d4ed80b3a56599d540049afb822c4,Arcata,California,No,955
000d4f3b76b2481a36a69eacd2bb468c,Cypress,California,Yes,906
000d56623c0adce8c3dfdd1ec5f21bf5,Lake Worth,Florida,No,334
000d5924247585f5d01e90b85309cace,Philadelphia,Pennsylvania,No,191
000d63741b841417ffdc23841ee07e22,Phoenix,Arizona,No,850
000d6bd5f8873ef0735c717da695d967,Daly City,California,No,940
000d803803ffec70bb1ed35d0d990ad0,Tahlequah,Oklahoma,No,744
000d8ec0ec24584e6bfd1e6f546fb342,Rochester,New York,No,146
000d92e5d47765bd5dd1e488afca4a71,Walnut Creek,California,No,945
000d9f30872834eafba741900ad85025,Chesapeake,Virginia,No,233
000da041f12f39b41a29cb43eaed90c1,Troy,Ohio,No,453
000da2bf4dfb07b7cdedf2a7175aa392,Taylorsville,Kentucky,No,400
000ddd003e5289955281924c7bdecb88,White Hall,Maryland,No,211
000dfd9bd15836bce96db4cb4532f99a,Brooklyn,New York,No,112
000e0dfaba2301e8d35c5985066535ba,Morton,Illinois,No,615
000e10085e30002b5473440ab77d1a4e,Savannah,Georgia,No,314
000e12be7e32cbb14c0fbe54aa409e80,Arlington,Virginia,No,222
000e222a966002128f4ebb1b2d65b7b6,Reno,Nevada,No,895
000e22e67f8532c18afc5724d1b54bdc,,other,No,
000e2b71ca1edf76a768e6826c00b407,South Burlington,Vermont,No,054
000e368332ae80ae7359a23bb7beab0e,Boynton Beach,Florida,No,334
000e447227477fc4d906b81814912215,Corvallis,Oregon,No,973
000e470569ac01f54d6c8146d4774144,Fort Worth,Texas,No,761
000e4b381101e086c59ff9fd490d1677,Billings,Montana,No,591
000e5172f9f6ec7a99741e29da69217e,Magalia,California,Yes,959
000e55b5727225cfc2351ced82698567,Yulee,Florida,Yes,320
000e5a5317bc7c5924204030970698aa,Salt Lake City,Utah,No,841
000e61db51f93b5363eefd9981a381f7,New York,New York,No,100
000e6e81fb096dfcc34bd40ca5e156c4,Chicago,Illinois,No,606
000e7882d16b4152d8e3bc93e8336bd9,Alameda,California,No,945
000e798165db6e2714d3dd437b239fc2,,other,No,
000e88fb6d4ddbae44144e5fa78848e0,Barrington,Illinois,No,600
000e8c65d12f82122188a03c0e070b64,Westport,Massachusetts,No,027
000e8deb4924d357c56808aff868edda,Stockbridge,Georgia,No,302
000e9efab63cbc52c0415bab75f0c5e9,Peoria,Arizona,No,853
000eb10b7e8fb44e91ccc7b631d1757b,Manchester,Connecticut,No,060
000eb3ee1a70b29ec1bbd31963a89200,Rancho Cucamonga,California,Yes,917
000eb78c57daf3c687021ba0f4164429,New York,New York,No,100
000ec56cd61c1d871109147928baa09d,La Grange,Texas,No,789
000ec6f8b5fcb6a019b93ca6cfe8d41d,Winnetka,Illinois,No,600
000ecd50f38445843c0abe5cb72fe6f5,Muncie,other,No,473
000ed22d36725d123cd23e384e703db3,Brooklyn,New York,No,112
000ed425d4fb5e8b8b98801980acd5b7,,other,No,
000ed5f430221304a1b1d5c38a2eff86,Columbia,South Carolina,No,292
000ed95b412c7d1ba8d953c09681d1b9,Glen Rose,Texas,No,760
000ee2759594375fa3341e649bfb8b4e,Burleson,Texas,No,760
000ee34f30d9aff3a6e17fcf27ba1eda,Batavia,Illinois,Yes,605
000ef37c17fae15fcb893c403fbd0583,San Jose,California,No,951
000ef8553a2a965b0a7b996d03f98403,Murrieta,California,No,925
000eff9b6f101f28a8cd60a419458910,Trenton,New Jersey,No,086
000f068b9f94ebbf4ce70a33ab782cbe,Chicago,Illinois,No,606
000f0b2c05428a4d100d31d19f205af6,New York,New York,No,100
000f0bc139d2846db86aa32b8f05b215,,North Carolina,No,287
000f1888e7e5e54e751caf34596b7870,,Nevada,No,891
000f1df71a539a8bcd64a1756df9f230,,other,No,
000f205e0aa66ce6f14ea8e694623554,Greenville,North Carolina,No,278
000f3227fb93a41ef1ba210a3303b0a0,Trenton,New Jersey,No,086
000f343df4b8fd43143bf5ff156dca9b,Scottsdale,Arizona,No,852
000f384b92b54fedd2201bad2170634e,Humble,Texas,No,773
000f43fe92cbf124bf59d89eccc6762d,Chevy Chase,Maryland,No,208
000f44719bfbb771056a917c2cc90978,,Kansas,No,
000f4f005793976b61f3444cc0d9c1ac,Laurel,Delaware,No,199
000f581dda0c1f5ea1b2e9a2270f15ad,Sacramento,California,No,958
000f5e697008316ab0c50bc16d1a561a,,other,Yes,
000f680eb48c9a3e84c2ac3edd316f4a,El Segundo,California,No,902
000f69956fadc5219f8e8be28dcb6469,,Oklahoma,No,
000f6da0e0d5273af3efdb02a8ce6207,Trenton,New Jersey,No,086
000f7306e8ddb36296f0d97a34d67d76,Auburn,Alabama,No,368
000f75344a098571ed9f7747aaf19b2d,Shelton,Connecticut,No,064
000f7a2b43c01abfe310090fa801e1f2,Rochester,Minnesota,No,559
000f7b9451600800d8454edac3490b5c,Pleasanton,California,No,945
000f812b74edf002a44b73ba1153fd68,Houston,Texas,No,770
000f823a30e5eaae9ecabd285f1e4378,,Utah,No,840
000f83b974464e51521cc684a1d781e7,Santa Monica,California,No,904
000f896968a387cee6b29173bbdd37bb,Los Gatos,California,No,950
000f9110b5f55ad6c4ad7c7f4d36da04,Tampa,Florida,No,336
000f9896693b1266f9bdb8006686d2f2,Atlanta,Georgia,No,303
000fac17cff95918e3d68edc919c8533,Ventura,California,No,930
000fad453dc23def96bd598a39f7958c,,other,Yes,
000faf1d085e5299c1fdcbef5f91057a,Grandville,Michigan,No,494
000fb1d3780f8084b41aeed5d6431407,Valencia,California,No,913
000fb9a6b841583c67bc205e49943ffc,Park City,Utah,No,840
000fc1ead66566771ee1ecc62f2635a6,,other,Yes,
000fc4c68b8650b76b194a78c79267e2,Cartersville,Georgia,Yes,301
000fc86f2049614655aaa79d708984f6,Argyle,Texas,No,762
000fdda7e14f0f37143b200495b27135,Lake Saint Louis,Missouri,No,633
000fe5f6743f696f12717e84c3f5a964,Corona,California,No,928
000feaeb375229fd7d70b4d3d5151554,,New York,No,
000feda3bd2047b3ae4ec98543962c06,Fall River,Massachusetts,No,027
000ffb3b9c8ea8a0ea71e600b0fc1b7d,Seattle,Washington,No,981
00100a76a66f93a2219484f049021174,Dudley,Massachusetts,No,015
00100ceb5adae22eb6f42ce13155f59c,Villa Park,Illinois,No,601
00100e78a7d531a3bfc91889d0b524fa,Southington,Connecticut,No,064
00101fc822ee945a5b9caa399dc383b7,Natick,Massachusetts,No,017
00102af968b1d430e3bc3ad4a26902e6,Albany,Oregon,No,973
00103c2ac37b88cb0a62022328b223b9,Portland,Maine,No,041
001044a697a6c583b8e0cf179d699a0a,Ozark,Missouri,No,657
00104f470cafb56f8824c92e12bda1d1,Kennesaw,Georgia,No,301
00105208224436656593f2a51de4bbbf,Hominy,Oklahoma,No,740
001054bc046ba66da2f291fb3f842a1b,Santa Monica,California,No,904
001061cec58ff7bd6b55af12e58c9404,Frederick,Maryland,No,217
001064dec534534d58d3a66bd4e6385c,Stamford,Connecticut,No,069
00107f2be2a1115907c2d963a25d7356,Powell,Ohio,No,430
001086419fc1e0d2a41f47c9d115b6b6,Pocola,Oklahoma,No,749
001097c31c4e02713fbfd65f69260f45,Macon,Georgia,No,312
00109e0ceb32453da93e12fcce87ce0f,Hutchinson,Kansas,No,675
0010a06d22dfec6b222c529c5a02e32e,Portland,Oregon,No,972
0010aa7a3cff6a3b96ee037f5a5b9153,Elmsford,New York,No,105
0010aaf8f2cb2f1aedab1c2bc8e106ee,Manchester,Connecticut,No,060
0010ad3bd490f735db5def259d0385d3,West Jordan,Utah,No,840
0010b0759ab3bb4a93716304b467f000,Bridgeport,Connecticut,Yes,066
0010b665ac4e4c57d0e188b960e20103,Minneapolis,Minnesota,Yes,554
0010b77e7969fe7186b8cd6b2fa3a63c,Van Nuys,California,No,914
0010ba895bf19c889a01fcb9e433b8e9,Potomac,Maryland,No,208
0010bdb9909fbc606e2888f20530cfe2,Stillwater,Oklahoma,No,740
0010cd07fc70f045af5c624bea7704c2,Commack,New York,Yes,117
0010d040d03e0fc26b045bf2ff9a4a14,Prattville,Alabama,No,360
0010e0d26ca9e0d1f60cf1cf2cfae582,Albuquerque,New Mexico,No,871
0010f6dd7b0af256be29a90e3380aa09,,California,No,
0010f8bb52550b57ae7139005d09c25f,San Ramon,California,No,945
00112d042eac96e4f9efae6ffac96a1e,Bennett,Colorado,No,801
00113c98e128b95127bbfd1da51303d2,Greenville,South Carolina,No,296
00113ce036e08959be3f1d772570c8f8,Clinton,Louisiana,No,390
00113ef7fdef43bc4325364f4658907f,,other,No,
00114469ac3fd15e5ef8643ac9be2a85,,Illinois,No,
0011533f40444b613f6d3c028b0566d5,,Arizona,No,
0011552d711dbc3db8aceed85bea4a94,Seffner,Florida,No,335
0011655b0792ae518831dc9341f1b9c1,Chicago,Illinois,No,606
001167fef58d04df0ec944a2378be57e,Boise,Idaho,No,837
00116fd51a1fdab1c14e9fd3699584f4,Seaford,New York,No,117
001176e97c80fc253d4c4f622322116a,Hamtramck,Michigan,No,482
001181cd7805e4d5d888d95a900a65e8,Philadelphia,Pennsylvania,No,191
001193bb6a9e9177d56ca916194193be,Waite Park,Minnesota,No,563
0011a46e3eb405fe567508e109146ff5,Midland,Texas,No,797
0011b9b3b74ebde3dc61e54b2e424500,Fernandina Beach,Florida,No,320
0011bc676d428e4b2a8048e128f4bd75,Clute,Texas,No,775
0011c2dba1070ca8ace4f897d8bdf534,Dallas,Texas,No,752
0011d1ef180f633e9f5405b93db6a5b7,Lewiston,Utah,No,843
0011d5e288fe0d202dab1bcc08c16f3f,Saint Paul,Minnesota,No,551
0011d8aa21a3a03f2a51d9b6d3c5bbce,Oklahoma City,Oklahoma,No,731
0011daeaec656b3821749f1754bd2a1e,Raleigh,North Carolina,No,276
0011dddbdb6cda7b4bf8c3883dc0a330,La Jolla,California,No,920
0011e685748b3cf2f5171f44b0149c59,,other,No,
0011e9740723533a214f11e4d27fc936,Glen Carbon,Illinois,No,620
0011ebf6e2f4e8c0d9d0cd3616e06414,Olathe,Kansas,Yes,660
0011efaf1609b471c687875546b8213e,Munger,Michigan,No,487
0011f04886f22f8396d149136c8d3085,Mount Kisco,New York,No,105
001206ea335bb1e6b91614e915de941d,Alameda,California,No,945
00120f847582d9da16787814c532d0e6,Tempe,Arizona,No,852
001225c56009a5113913408efc0d419d,Mount Vernon,New York,No,105
00122f6b22fd9aea8ea7e880e1dec1ba,Kensington,Connecticut,No,060
0012336961706a8659aab08cf8b8d11f,Richmond,Virginia,No,232
001235079c20c5f5a9260e62a2788130,Falfurrias,Texas,No,783
0012361f04b1602461864674b5f8526e,Charlotte,North Carolina,Yes,282
001245bb49c0ed961cf97b619003f4fc,Fayetteville,Arkansas,No,727
0012542c568e09c5bbaa87967f592dae,Nanuet,New York,Yes,109
0012573baa884e5bc9847678302880ed,Newark,Delaware,No,197
00125f251b05d9e447a5448bef981028,North Bergen,New Jersey,No,070
001261e788cec214748222bc1fd98c2f,,other,No,
00126b923f8bc7a2ef56386b899256d6,Green Bay,Wisconsin,No,543
00126e2254bd98f5b2beae21bc940f3f,Deerfield,Illinois,No,600
00126e3ec59bf8b8d88f89bd256d8543,Snellville,Georgia,No,300
0012703023ac1788d34f6694908900fc,Brownsville,Texas,Yes,785
001278a1329193675e4606689d4a1007,Port Arthur,Texas,No,776
001284cacd39aa6b64847227b748b61e,Jupiter,Florida,No,334
00128bd31585e50746372eb2dfe66820,Auburn,Maine,Yes,042
00128ef38e5c894d77ad0a33bb7db530,North Wales,Pennsylvania,No,194
001293b7198ddbb46965c88681b7abb8,Denver,Colorado,No,802
0012967f45a231890608c9a3f6e198af,Scituate,Massachusetts,No,020
00129f732827bf2f3a76629bd8b79313,Campbell,California,No,950
0012a29539b6da71ae2cf1084676e6a3,Syracuse,New York,No,132
0012ae28cb5583af21205c432c4c5ae9,Burke,Virginia,No,220
0012b4843c21fc4e570eb9eb42855cdf,Minneapolis,Minnesota,No,554
0012b6880d4f97311285cc686734a7be,Buckhannon,West Virginia,No,262
0012b714fc566ced85cf1bc411b957f0,Tulsa,Oklahoma,Yes,741
0012ba2b665f07e83e3967b97db3a317,Santa Rosa,California,No,954
0012dee2cd5b29d17e6f73e4b879aab4,Franklinville,North Carolina,No,272
0012dfc17089006bd0c894a446f72778,Maineville,Ohio,No,450
0012e1a4c7e20ce53c1f02b546c01e7b,Boulder,Colorado,No,803
0012ef764a10a44c1a51ec970f4ca78e,Raleigh,North Carolina,No,276
001304f6dba94286433a86b540bd0f1f,Tall Timbers,Maryland,No,206
0013121a17dfea2639200f5ff01c0cef,Camden,Arkansas,No,717
00131aacd0da4a48e31ae48075e81e13,Chandler,Arizona,No,852
00131d245f04814cf45ac4a4010b7be9,Redmond,Washington,No,980
00131eaed01760a7cfbd336f485acef3,Pacifica,California,No,940
0013398f2f1c94c96c880c91c328a92e,Mesquite,Texas,No,751
00134573f7c6f2e58ffd99173b285d63,Henryetta,Oklahoma,No,744
00134665ab6fca630c64ae4e9a6c6d18,Lafayette,Colorado,No,800
001353d42079f77d5f4c3b5c277c3377,,other,Yes,
001361f609c573ba165cef247589273d,Hillsboro,Texas,No,766
00136733bc06c46b8f450e6aa305ce14,Mooresville,North Carolina,No,281
0013690a0c14fdb38eb51532c57126cb,Auburndale,Florida,No,338
00137cd334a4970ca71a48e1425c6281,Wakefield,Massachusetts,No,018
001380c174a0cd90b3e242536cfefc60,,Ohio,No,
00138fa1417d38ae7397c15aa058a543,Marshfield,Missouri,No,657
0013936850fc8cf081f86a8e32dab97b,Kensington,Maryland,No,208
0013b0b9fcb2f470123907dabd929254,Mesa,Arizona,Yes,852
0013b282e9766bbec77c8fff52cc94b1,Alpharetta,Georgia,No,300
0013b3266a131e4eb514a38d8ab85c29,,Texas,Yes,
0013ba9ff5917e52f3fb8a4354cf24c2,San Antonio,Texas,No,782
0013bcf824daaf8d11c2ec572830b350,Davis,California,No,956
0013bf1497071158da84133286cbeb18,Philadelphia,Pennsylvania,No,191
0013c26f010c8c171f69c66ee0703619,Vero Beach,Florida,No,329
0013c6dc8ced3b6ed690d6621f1a23cd,Irvine,California,No,926
0013c8d438df789cc3af29ade2f9dfd9,Myrtle Beach,South Carolina,No,295
0013d165a053576e18f785838708ebc9,Lebanon,Ohio,Yes,450
0013d51f5bf3f6d0f1a965c10f4afaf3,Chicago,Illinois,No,606
0013dfb2a873420fe6e7d750ef24ce98,Moncks Corner,South Carolina,No,294
0013e0c5434329c346bf3031ab0b4f5e,Belmont,Massachusetts,No,024
0013e13be0afe578fc831db77a9647b0,Cleveland,Ohio,No,441
0013e9adaf9bcb29a418c8d0a800652c,Richmond,Virginia,No,232
0013f424cfb1064eed5bf2627b6cf7b7,Pocasset,Massachusetts,No,025
0013f6ab96b9d49e4bfb87f073043e58,Pacifica,California,No,940
0013f73800aa8faa8723c775d1e4589b,Winnie,Texas,No,776
0013fff323d672f3d44a84f0ddeeea5e,Albright,West Virginia,No,265
001401ce50ea3812915ec86792a1715e,New York,New York,No,100
0014076374cfd26dd558fa3b8fedc5b6,Bronx,New York,No,104
00140b5c545705e638c878e438a15152,,other,No,
0014222f4ae3ea628cdf6eb24da14535,Augusta,Georgia,No,309
0014244b5a376456294fcb35617cc2c7,Middletown,Florida,No,028
00143c0b221e2031e34273836da170c9,Duvall,Washington,No,980
00144beab775cb6f23cc33ea85c33936,Brooklyn,New York,No,112
00145027eb875bf99345a74c43e37a9d,,other,No,
00146320eae1793e66200576a80d93ae,Leesburg,Virginia,No,201
0014678dc21b803a331a4bbf935020d2,,other,No,
00146e4d0506863905155ac0272f1f2a,New Haven,Connecticut,No,065
001475fe31863dd77ddad2dde948b4e3,Las Vegas,Nevada,No,891
0014799d6610a40ca7fb5888dc04a9d9,Nashua,New Hampshire,No,030
00147fccd962ca3313447e8a187c4137,Wheaton,Illinois,No,601
001481b09f1d7179019a9f84589378b0,Plattsburgh,New York,No,129
001482e0684674ac23b441cff2552de5,Waseca,Minnesota,No,560
00149078248afbf03410a84f0f73c8ce,Mystic,Connecticut,No,063
00149095cc92cc92de36f7f4a01168f8,State College,Pennsylvania,No,168
0014b1b530a6eb8c779adfb61c33a6ab,Hamden,Connecticut,No,065
0014b42f6ef6692161411815807d185c,Atlanta,Georgia,No,303
0014b98418e20ab9c38f2c68b628e470,Granada Hills,California,No,913
0014bd57b214dedd6f174548cb0712b8,Philadelphia,Pennsylvania,No,191
0014c4726f113a52724aebdaac86f65a,Ridgecrest,California,No,935
0014d0cbe936bef94be4c58da9543c9e,Raleigh,North Carolina,No,276
0014e27ffc4cfa3c97aa42d20c3377e5,Santa Monica,California,No,904
0014e29fac4702b3f54d2c9c7bd8a8e8,Clifton Park,New York,No,120
0014f40dbc1f870c3a3c8fe11b386be0,Blacksburg,Virginia,No,240
00150c6b8662f2d5ad76b69be8919354,,other,No,
001514c92253c02fd99e5dacd50b50a6,Charleston,South Carolina,Yes,294
001517c7e3ce974f9012289c6b20e2be,Emeryville,California,No,946
00151bd2cd1cbde23bab512b79553d25,Huntington Beach,California,No,926
00152a099dc6f46b11d68afc93be7ded,Dresden,Maine,No,043
00153033368a6b5ab1955f3a12565869,Charlottesville,Virginia,No,229
0015491dc5ecf49e4cb675835603bbf2,Montclair,New Jersey,No,070
00155319cc731646fbd8d559133c079e,Hermosa Beach,California,No,902
001557d3f1ed8990422c9079afcb867f,Pittsburgh,Pennsylvania,Yes,152
00155a2c7fb1be03962eeafd7c79b30e,High Point,North Carolina,No,272
00155f572313aa0de702429ddb5fe80c,Cypress,Texas,No,774
0015768ea728cffda4bf68f97909e52d,Dayton,Ohio,No,454
00157cda8f9e1992fd1e87f9b4c0b495,Victoria,Texas,No,779
001585187b84d66254ddb2093cc48547,Trabuco Canyon,California,No,926
001595036a1d2a651208bcefcc27f6bf,Bridgewater,Massachusetts,No,023
0015a2187990288746ac8d1b18db2e5c,Irvington,New York,No,105
0015b408b2d74b2cef35cb24f9f58bcf,Southfield,Michigan,No,480
0015c85f1d796819ead636e30b52b63b,Lake Elsinore,California,No,925
0015d022b6279e4d2227260107a4a2c5,Oklahoma City,Oklahoma,No,731
0015da24721e2fc40238bddac7150310,Whittier,California,No,906
0015dc002284eb9ee2325c2e27351a92,Goleta,California,No,931
0015dc157335e5ad6f569e5264bbf33e,Frederick,Maryland,Yes,217
0015ebccd7a0902cb417339693ad9453,Chestnut Hill,Massachusetts,No,024
0015f0db20d3a9a647832d801c996d7e,Detroit,Michigan,No,482
0015f84c4d92f8b3528f811bb9af75d4,Port Saint Lucie,Florida,No,349
001607b099824e387cdcf47729fd95e8,Seattle,Washington,No,981
00160816e91a42773200a16b357c1d4f,Zionsville,Indiana,No,460
001614302392a1a4d0e48aaf349ec850,Walnut Creek,California,No,945
001621456e9914cb9bb1eb7a9229fdf0,,other,No,
0016267b2c3ab79496be97ff5f8df5fb,Memphis,Tennessee,No,381
001627e950d0047c7e575926bd4af802,Charlotte,North Carolina,Yes,282
00162f035660bf4288e76958839a4942,Abilene,Texas,No,796
00163056ad81d81c52dd84b60a713037,Washington,District of Columbia,No,200
0016332adf9207136d9f334d02ec1153,Peoria,Illinois,No,616
001635d7cd4ab3cc3250dae668f9efb3,Kennesaw,Georgia,No,301
0016368f6c924ac7c65d2e61ab097eff,Austin,Texas,No,787
001637149390cec82a534fd337b01876,,other,No,
00163f1f3b28bc670142bd81cd3be989,Slidell,Louisiana,No,704
0016589e6aa8676a02e2a826e3cb38da,,other,No,
00165d2def2eabdf98a64923d9a5653c,Perrysville,Indiana,No,479
001673059c819d0b59be2af67e831083,Novi,Michigan,Yes,483
001681d846385b1474d77b929ed9f0de,Woodstock,Maryland,No,211
001691396234af615fe99a5a0e6ec9fe,Milwaukee,Wisconsin,Yes,532
00169165c0b90c355738fdf8d860795a,Washington,Pennsylvania,Yes,153
00169716cfc3f0fc8ca637d20e245efd,New York,New York,No,100
0016a6e3391bbc89e7ab1cd0bad9474f,Gloucester,Virginia,No,230
0016a9b1d35da0f9ce3e604fca56d0a9,,other,No,
0016aada602fc822e87ec22a16489632,,Pennsylvania,No,
0016ab9a5320d0bab4e293e62a841658,Elmhurst,Illinois,Yes,601
0016adaba8e2ff7744cc7126b4a58900,,other,Yes,
0016b0fef1867d857d604be5f2142cb5,Kingsport,Tennessee,No,376
0016b23800f7ea46424b3254f016007a,Ada,Michigan,No,493
0016d7fef1ad13dfa5bcb3c5da1b0cc5,Nashville,Tennessee,No,372
0016e0043c9d94dd98b25f2e57585d17,Boston,Massachusetts,Yes,021
0016e0559da28a71f2643de126477d1c,Lyndon Station,Wisconsin,No,539
0016e0ad6778dd5596017e42bc2082f0,Bethlehem,Pennsylvania,No,180
0016e8d58b28067a2f03e0ad84e8af3a,Knoxville,Tennessee,No,379
0016ea5560f5fc683a92467029a75fb0,Oregon,Ohio,No,436
0016fd0c7abee74d412c902dcfa5a741,Kew Gardens,New York,No,114
001700bc916128c3a69fa4b2d764c191,Pacifica,California,No,940
0017152dc78c6b7a2f4081486735874d,Danbury,Connecticut,No,068
001719b5bf35547140590fcdeb156b2f,Fort Collins,Colorado,No,805
001720c82fe4c8f14f34fc92361c81c0,Oakdale,California,No,953
00172e733ec4699a65c0d26b9cef0063,Port Washington,New York,No,110
001733b5bd2cd6534677dfbeb199f771,Dover,Delaware,No,199
00173eb8e417bbe9fecc3da05893878c,Las Vegas,Nevada,Yes,891
0017490ce61f38a58b185212013b90f8,Katy,Texas,No,774
001755823155165e769e3cdfc7eab87f,Hayward,Wisconsin,No,548
00175ba94293001b1663f56465a352f4,Chicago,Illinois,Yes,606
00176dadfc44bcb3b6cf17e67f106a80,Brea,California,No,928
001770a217dde919f18bf1f75feb360a,Wichita,Kansas,No,672
0017733b8286868a322aec037c09b712,Surprise,Arizona,No,853
00177d06d3a5402052e1e9216e97d5b5,Sunnyvale,California,No,940
00178877ef715c322a20bec7661b7325,Brooklyn,New York,No,112
00179283035731e56ce097dff1c6c3c2,Johnson City,Tennessee,No,376
00179444c4df6c24d7708e8b8777f91e,Aylett,Virginia,No,230
00179ab81c36c0ae56df525e3072f8e3,Atlanta,Georgia,No,303
0017a542ea284cec7d2435930c50b7e2,Saint Louis,Missouri,No,631
0017a6eb11e5d45f8cf08856fbcbd51a,Crofton,Maryland,No,211
0017afe73990096201b4d19c81b027b6,Winston Salem,North Carolina,No,271
0017b27d95dd4d0d1f5df0f8457dbfa7,Duncanville,Texas,No,751
0017b81d2d69eada1017eab0891973fe,Peoria,Illinois,No,616
0017bc654a915582ba8516014081cad6,Plant City,Florida,No,335
0017bc97ec4932f2c884376eb468c6e1,Blacksburg,Virginia,No,240
0017c7b2479a7e5787d2d379a9e8bb91,Frontenac,Kansas,No,667
0017c9b40e6c4b06d6b3f9a20d447fe7,Washington,District of Columbia,Yes,200
0017c9e82690911c9edb14884cdb3f9c,Renton,Washington,No,980
0017db9e1910f83b92958fcd70c74f8a,Santa Clarita,California,No,913
0017dbff49cfdacbe624929d4e2a34cc,Kennett Square,Pennsylvania,No,193
0017dc85a7f3dc1af3f44743100d4a65,Roanoke Rapids,North Carolina,Yes,278
0017ebe600c118aeb3b91ee41b72cea5,Peachtree City,Georgia,Yes,302
0017f72e7b44ddd8055bd05a6443fa5f,New York,New York,No,100
0017fdfd2aa70d5fff2304adc656cb18,Charleston,South Carolina,No,294
0018027c7b6e132c30e5dfb8c86e7294,Pontiac,Illinois,No,617
0018044947d8f129fd6df4b9e1648bae,Oakland,California,No,946
001811c1be40208a2422c41f64803bd6,,Texas,No,
0018141554ea162531c9e8dfe39328ae,Washington,District of Columbia,No,200
00181d69e78664e2838fbf2c98ef659e,Ellicott City,Maryland,No,210
00181dfaa377a7c801dec1e5ab4540c1,Eastchester,New York,No,107
00182dcc116a218d563aca17927ea69e,Butte,Montana,No,597
001833cde72c713f924726cd1d85fe8f,Longwood,Florida,No,327
00184bbe8b3b00b8d37a21641a73e64b,Bel Air,Maryland,No,210
